data_identity,numero_manuscrito,referencia,revision,titulo,tipo_articulo,autor,email,fecha_inicial,estado_actual,fecha_estado,fecha_vencimiento,editor,decision_editor_def,est_ev_completo,est_ev_aceptado,est_ev_invitado,est_ev_rechazado,est_ev_tarde,año,ref_maquetado,estado,responsable,notas,entrada,revision_1,comentarios_ultimo_revisor,decision_editor_r1,entrada_r1,revision_r1,coment_compl_r1,dec_editor_r1,entrada_r2,revision_r2,coment_compl_r2,dec_editor_r2,entrada_r3,revision_r3,coment_completos_r3,dec_editor_r3,entrada_r4,revision_r4,coment_completos_r4,rechazo,aceptacion,maquetacion,in_press,publicado,publicado_detalles,pmid,etapa_1,etapa_2,etapa_3,etapa_4,etapa_5,etapa_6,maquet_in_press,activo,ultima_accion,dias_pasados,mayor_10_dias,fecha_alta,fecha_baja
,NEFRO-D-21-00430,NEFRO-D-21-00430,,"Título: En respuesta al articulo "" El reto de la enfermedad cardiovascular del paciente con enfermedad renal crónica"" In response to the article ""The challenge of cardiovascular disease in patients with chronic kidney disease"".	",,,,,,,,,,,,,,,2021,NEFRO_979,7. Publicado,Elsevier,,2021-09-19,,,,,,,,,,,,,,,,,,,,,,2021-10-28,,,,,,,,,,,False,2021-10-28,39,False,,
,NEFRO-D-21-00428,NEFRO-D-21-00428,,Clinicopathologic correlations of kidney biopsy findings from south India: A single center experience.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-19,0,False,,
,NEFRO-D-21-00427,NEFRO-D-21-00427,,CKD: the burden of disease invisible to research funders	,,,,,,,,,,,,,,,2021,NEFRO_970,7. Publicado,Elsevier,Es importante que se publique cuanto antes. Escribo a Ángeles para indicarselo,2021-09-16,,,2021-09-19,,,,,,,,,,,,,,,,,2021-09-19,,2021-11-17,2022-01-01,"Vol. 42. Núm. 1.

Enero - Febrero 2022",,,,,,,,,False,2021-11-17,62,False,,
,NEFRO-D-21-00425,NEFRO-D-21-00425,,PROLAPSO DE ÓRGANOS PÉLVICOS EN MUJERES CON POLIQUISTOSIS RENAL AUTOSÓMICA DOMINANTE EN TRATAMIENTO CON TOLVAPTÁN PELVIC ORGAN PROLAPSE IN WOMEN WITH AUTOSOMAL DOMINANT POLYCYSTIC KIDNEY DISEASE UNDER TOLVAPTAN TREATMENT	,,,,,,,,,,,,,,,2021,NEFRO_997,7. Publicado,Elsevier,,2021-09-15,,,,,,,,,,,,,,,,,,,,,2021-11-18,2021-12-29,,,,,,,,,,41,False,2021-12-29,105,False,,
,NEFRO-D-21-00424,NEFRO-D-21-00424,,"Evaluación de un programa de entrenamiento de la técnica de colocación de catéter venoso central tunelizado mediante conversión, sin fluoroscopia, de un catéter no tunelizado en la vena interna yugular derecha Evaluation of a training program of tunneled central venous catheter placement technique through conversion, without fluoroscopy, from a non-tunneled catheter in the right jugular internal vein",,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-13,0,False,,
,NEFRO-D-21-00423,NEFRO-D-21-00423,,The role of decoy receptor 3 in inflammation and atherosclerosis in patients with chronic kidney disease and renal transplant patients	,,,,,,,,,,,,,,,2021,NEFRO_1027,7. Publicado,Elsevier,,2021-09-13,2021-10-01,2021-10-05,2021-10-19,2021-11-24,2021-11-29,,2021-12-14,2021-12-20,,,2022-01-04,,,,,,,,2021-11-30,2022-01-04,2022-02-07,2022-02-12,,,web,18,4.0,14.0,36.0,5.0,34.0,5,False,2022-02-12,152,False,,
,NEFRO-D-21-00422,NEFRO-D-21-00422,,MiR-155-5p targets NR3C2 to promote malignant progression of clear cell renal cell carcinoma	,,,,,,,,,,,,,,,2021,,Retirado,0,,2021-09-14,2021-09-19,,2021-10-05,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,False,2021-10-05,21,False,,
,NEFRO-D-21-00421,NEFRO-D-21-00421,,Renal failure and pleural effusion: a diagnostic challenge	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-12,0,False,,
,NEFRO-D-21-00420,NEFRO-D-21-00420,,SCORE DE ADRAGAO EN PACIENTES CON ENFERMEDAD RENAL CRONICA	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-12,0,False,,
,NEFRO-D-21-00416,NEFRO-D-21-00416,,Early Mortality in Incident Hemodialysis Patients	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-08,0,False,,
,NEFRO-D-21-00412,NEFRO-D-21-00412,,VITAMIN D DEFICIENCY HAS AN INVERSE RELATION WITH DIALYSIS VINTAGE	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-07,0,False,,
,NEFRO-D-21-00411,NEFRO-D-21-00411,,miR-885 promotes clear cell renal cell carcinoma development and predicates poor prognosis of patients	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-07,0,False,,
,NEFRO-D-21-00410,NEFRO-D-21-00410,,Evolución de la Excreción Urinaria de Neutrophil Gelatinase Associated Lipocalin (NGAL) en Pacientes con Poliquistosis Renal Autosómica Dominante que Comienzan Tratamiento con Tolvaptan. Evolution of Urinary Excretion of Neutrophil Gelatinase Associated Lipocalin (NGAL) in Autosomal Dominant Polycystic Kidney Disease Patients that Initiate Treatment with Tolvaptan.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-07,2021-09-13,2021-09-22,,,,,,,,,,,,,,,,,,,,,,,,6,9.0,,,,,,False,2021-09-22,15,False,,
,NEFRO-D-21-00409,NEFRO-D-21-00409,,Prevalencia del uso de la Terapia Triple Whammy y evaluación de la función renal en población rural de España,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-07,0,False,,
,NEFRO-D-21-00408,NEFRO-D-21-00408,,El eje riñón-vaso-hueso en el síndrome de Down   Kidney-Vascular-Bone Axis in Down Syndrome.	,,,,,,,,,,,,,,,2021,NEFRO_995,7. Publicado,Elsevier,,2021-09-07,,,,,,,,,,,,,,,,,,,,2021-09-10,2021-11-10,,2022-07-01,"Vol. 42. Núm. 4.

Julio - Agosto 2022",,,,,,,61.0,,False,2021-11-10,64,False,,
,NEFRO-D-21-00407,NEFRO-D-21-00407,,Comparation of the therapeutic effect of Sodium-glucose cotransporter 2 (SGLT2) inhibitor and Benazepril on diabetic nephropathy (DN) rats	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-05,2021-09-13,2021-10-16,,,,,,,,,,,,,,,,,,,,,,,,8,33.0,,,,,,False,2021-10-16,41,False,,
,NEFRO-D-21-00406,NEFRO-D-21-00406,,Clinical course and long-term outcome of adults with primary focal segmental glomerulosclerosis: a retrospective cohort study	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-09-06,0,False,,
,NEFRO-D-21-00405,NEFRO-D-21-00405,,NEFROPATÍA MEMBRANOSA DE NOVO EN EL TRASPLANTE RENAL	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-06,0,False,,
,NEFRO-D-21-00404,NEFRO-D-21-00404,,SEPSIS POR KLUYVERA ASCORBATA EN UN PACIENTE EN HEMODIÁLISIS SEPSIS SECONDARY TO KLUYVERA ASCORBATA IN A HAEMODIALYSIS PATIENT	,,,,,,,,,,,,,,,2021,NEFRO_996,7. Publicado,Elsevier,,2021-09-02,,,,,,,,,,,,,,,,,,,,,,2021-11-27,,,,,,,,,,,False,2021-11-27,86,False,,
,NEFRO-D-21-00403,NEFRO-D-21-00403,,C4d in two atypical cases of fibrillary glomerulonephritis	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-09-02,0,False,,
,NEFRO-D-21-00402,NEFRO-D-21-00402,,Hypoalbuminemia and one-year mortality in haemodialysis patients with heart failure: a cohort analysis	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-04,0,False,,
,NEFRO-D-21-00401,NEFRO-D-21-00401,,Proteinase 3 (PR3)-antineutrophil cytoplasmic antibody in a patient with minimal change disease: an unusual finding	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-09-04,0,False,,
,NEFRO-D-21-00400,NEFRO-D-21-00400,,Renal effects of sodium-glucose co-transporter-2 inhibitors in patients with heart failure with reduced or preserved ejection fraction.	,,,,,,,,,,,,,,,2021,NEFRO_999,7. Publicado,Elsevier,Es un comentario sobre la ref NEFRO-D-20-00447R1	He enviado un email a los autores para que antes del 26 de octubre nos envien su respuesta paa publicarlas conjuntamente.,2021-07-31,,,,,,,,,,,,,,,,,,,,,,2021-12-04,,,,,,,,,,,False,2021-12-04,126,False,,
,NEFRO-D-21-00399,NEFRO-D-21-00399,,STUDY OF RELATION OF SERUM POTASSIUM TO COGNITIVE FUNCTION IMPAIRMENT IN PREVALENT HEMODIALYSIS PATIENTS	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-08-31,0,False,,
,NEFRO-D-21-00398,NEFRO-D-21-00398,,Implication of serious infections in patients with antineutrophil cytoplasmic antibody-associated vasculitis for the first cycle of rituximab: a pilot study in a single Korean centre.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-08-31,0,False,,
,NEFRO-D-21-00397,NEFRO-D-21-00397,,Preferencias de pacientes frente al cuidado de enfermería recibido en Hemodiálisis. Patient preferences regarding nursing care received in Hemodialysis.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-08-31,0,False,,
,NEFRO-D-21-00396,NEFRO-D-21-00396,,Glomerulopathies after vaccination against COVID-19. Four cases with three different vaccines in Argentina.	,,,,,,,,,,,,,,,2021,NEFRO_966,7. Publicado,Elsevier,,2021-08-26,,,,,,,,,,,,,,,,,,,,,,2021-10-29,,,,,,,,,,,False,2021-10-29,64,False,,
,NEFRO-D-21-00395,NEFRO-D-21-00395,,Echocardiographic Findings in Dialysis Patients: A Risk Factor for Pulmonary Hypertension	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-08-27,0,False,,
,NEFRO-D-21-00394,NEFRO-D-21-00394,,Primera experiencia en Perú con Hemodiafiltración en línea de alto volumen y su impacto en la dosis de eritropoyetina	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-08-27,0,False,,
,NEFRO-D-21-00393,NEFRO-D-21-00393,,From membranoproliferative glomerulonephritis to a final diagnosis: Hypocomplementemic urticarial vasculitis syndrome.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-08-28,0,False,,
,NEFRO-D-21-00392,NEFRO-D-21-00392,,Title- Impact of COVID 19 pandemic on patients requiring Renal Biopsy	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-25,0,False,,
,NEFRO-D-21-00391,NEFRO-D-21-00391,,ESCENARIO RARO DE HIPERCALEMIA GRAVE DEBIDA A ACIDOSIS RESPIRATORIA AGUDA-SERIE DE CASOS DE PACIENTES CON COVID-19.(Spanish)_   RARE SCENARIO OF SEVERE HYPERKALEMIA DUE TO ACUTE RESPIRATORY ACIDOSIS-A CASE SERIES OF COVID-19 PATIENTS(English)	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-25,0,False,,
,NEFRO-D-21-00390,NEFRO-D-21-00390,,Vasculitis ANCA positivas e Enfermedad relacionada con IgG4: un síndrome de superposición o dos enfermedades distintas?   ANCA-Associated Vasculitis and Igg4-Related Disease: An Overlap Syndrome or Two Distinct Diseases?	,,,,,,,,,,,,,,,2021,NEFRO_993,7. Publicado,Elsevier,,2021-08-25,,,,,,,,,,,,,,,,,,,,,2021-11-16,2021-12-17,,,,,,,,,,31,False,2021-12-17,114,False,,
,NEFRO-D-21-00389,NEFRO-D-21-00389,,Risk Factors for CMV Infection in Deceased-Donor Kidney Transplant Recipients with a Special Emphasis on Immunosuppressive Drugs	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-23,0,False,,
,NEFRO-D-21-00388,NEFRO-D-21-00388,,Reparación laparoscópica abdominal para el manejo de la comunicación pleuroperitoneal en diálisis peritoneal. Abdominal laparoscopic repair for the management of pleuro-peritoneal communication in peritoneal dialysis.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-24,0,False,,
,NEFRO-D-21-00387,NEFRO-D-21-00387,,The relationship between cognitive impairment and fatty acids and carnitine in hemodialysis patients	,,,,,,,,,,,,,,,2021,NEFRO_1041,7. Publicado,Elsevier,"Sólo 1 comentario, asignamos más revisores?",2021-08-24,2021-09-06,2021-10-04,2021-12-28,2022-01-03,2022-01-03,2022-01-30,2022-02-20,,,,,,,,,,,,,2022-02-20,2022-04-22,2022-05-08,,,,13,28.0,85.0,6.0,0.0,61.0,16,False,2022-05-08,257,False,,
,NEFRO-D-21-00386,NEFRO-D-21-00386,,Efecto de la Salud Mental sobre la Calidad de Vida percibida en Pacientes con Enfermedad Renal Crónica	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-24,0,False,,
,NEFRO-D-21-00385,NEFRO-D-21-00385,,Prevalence of osteoporosis among chronic kidney disease patients in Pakistan: a prospective cross-sectional study	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-24,0,False,,
,NEFRO-D-21-00384,NEFRO-D-21-00384,,An Atypical Case of Refractory Passenger Lymphocyte Syndrome After Renal Transplantation	,,,,,,,,,,,,,,,2021,NEFRO_1025,7. Publicado,Elsevier,,2021-08-21,2021-09-09,2021-09-14,2021-09-23,2021-10-25,2021-11-27,,,,,,,,,,,,,,,,,2022-01-29,,,,19,5.0,9.0,32.0,33.0,,,False,2022-01-29,161,False,,
,NEFRO-D-21-00383,NEFRO-D-21-00383,,Puede la elección del tratamiento para la diabetes alterar el laboratorio de un paciente con síndrome de Gitelman? Can The Choice of Diabetes Treatment Disrupt The Laboratory of A Patient With Gitelman Syndrome?	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-23,0,False,,
,NEFRO-D-21-00382,NEFRO-D-21-00382,,Aplicación de la bioimpedanciometría en la valoración nutricional y del peso seco en pacientes en diálisis	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-23,0,False,,
,NEFRO-D-21-00381,NEFRO-D-21-00381,,The utility of biomarkers to predict steroid response in nephrotic syndrome	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-23,0,False,,
,NEFRO-D-21-00380,NEFRO-D-21-00380,,interstitial nephritis following COVID-19 Vaccine	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-20,0,False,,
,NEFRO-D-21-00379,NEFRO-D-21-00379,,"""RESPUESTA A ECULIZUMAB EN GLOMERULOPATÍA C3: A PROPÓSITO DE UN REPORTE CASO”	",,,,,,,,,,,,,,,2021,,Retirado,0,,2021-08-21,2021-09-04,2021-10-01,2021-10-05,,,,2022-09-04,,,,,,,,,,,,,,,,,,,14,27.0,4.0,,,,,False,2022-09-04,379,False,,
,NEFRO-D-21-00378,NEFRO-D-21-00378,,Efectos de un programa de ejercicio en pacientes sometidos a hemodiálisis durante cuarentena: un estudio exploratorio.   Effects of a quarantine exercise program on patients undergoing haemodialysis: an exploratory study.	,,,,,,,,,,,,,,,2021,,Retirado,0,,2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-19,0,False,,
,NEFRO-D-21-00377,NEFRO-D-21-00377,,Síndrome cardiorrenal: corazón y riñón de la mano Cardiorenal Syndrome: Heart and Kidney Hand in Hand	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-19,0,False,,
,NEFRO-D-21-00376,NEFRO-D-21-00376,,HEMATURIA MACROSCOPICA EN PACIENTES CON NEFROPATIA IgA TRAS VACUNA PARA SARS-CoV-2MACROSCOPIC HEMATURIA IN PATIENTS WITH IgA NEPHROPATHY AFTER VACCINE FOR SARS-CoV-2	,,,,,,,,,,,,,,,2021,NEFRO_973,7. Publicado,Elsevier,,2021-08-19,,,,,,,,,,,,,,,,,,,,,,2021-11-18,,,,,,,,,,,False,2021-11-18,91,False,,
,NEFRO-D-21-00375,NEFRO-D-21-00375,,The impact of COVID-19 on kidney transplantation activities in Brazil	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-17,0,False,,
,NEFRO-D-21-00374,NEFRO-D-21-00374,,RESPUESTA TRAS VACUNACIÓN EN RECEPTORES DE TRASPLANTE RENAL CON INFECCION PREVIA POR SARS-CoV-2 RESPONSE AFTER VACCINATION IN KIDNEY TRANSPLANT RECEPTORS WITH PRIOR INFECTION BY SARS-CoV-2	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-18,0,False,,
,NEFRO-D-21-00373,NEFRO-D-21-00373,,"SEGURIDAD Y CALIDAD DE VIDA DE LOS DONADORES RENALES, COMPARACIÓN ENTRE TÉCNICA ABIERTA Y LAPAROSCÓPICA MANO-ASISTIDA	",,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-18,0,False,,
,NEFRO-D-21-00372,NEFRO-D-21-00372,,Cuidados paliativos en nefrología: una asociación entre los equipos de nefrología y cuidados paliativos para el tratamiento conservador renal	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-14,0,False,,
,NEFRO-D-21-00371,NEFRO-D-21-00371,,"Hallazgos histopatológicos en niños con síndrome nefrótico idiopático en Honduras, 2016-2020	",,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-15,0,False,,
,NEFRO-D-21-00370,NEFRO-D-21-00370,,"BLASTURIA, AN ATYPICAL PRESENTATION OF ACUTE MYELOID LEUKEMIA	",,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-15,0,False,,
,NEFRO-D-21-00369,NEFRO-D-21-00369,,Factores de riesgo de lesión renal aguda en adultos con covid-19: revisión sistemática y metaanálisis Risk factors for acute kidney injury in adult patients with COVID-19: A systematic review and meta-analysis        ,,,,,,,,,,,,,,,2021,NEFRO_976,Retirado,0,,2020-08-12,,,2021-09-04,2021-09-21,,,2021-09-21,,,,,,,,,,,,,2021-09-21,,2021-10-01,,,34611372,,,,17.0,,,,False,2021-10-01,415,False,,
,NEFRO-D-21-00368,NEFRO-D-21-00368,,"EFFECT OF CAPTOPRIL, TELMISARTAN AND THEIR COMBINATION ON SYSTEMIC INFLAMMATION MARKERS IN HEMODIALYSIS. A RANDOMIZED, DOUBLE-BLINDED, CONTROLLED CLINICAL TRIAL.	",,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-09,0,False,,
,NEFRO-D-21-00367,NEFRO-D-21-00367,,Cistitis hemorrágica por adenovirus en trasplante renal: revisión epidemiológica y resultados clínicos	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-08,0,False,,
,NEFRO-D-21-00366,NEFRO-D-21-00366,,The clinical course and risk factors in COVID-19 patients with acute kidney injury	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-05,0,False,,
,NEFRO-D-21-00365,NEFRO-D-21-00365,,"”Telemonitorización de pacientes en programa de Diálisis peritoneal automática durante la pandemia COVID-19 con Sharesource.claria""   TELEMONITORING PATIENS ON PERITONEAL DIALYSIS WITH CLARIA-SHARESOURCE DURING COVID-19 LOCKDOWN”	",,,,,,,,,,,,,,,2021,,Retirado,0,,2021-08-07,2021-08-22,2021-09-03,2021-09-06,,,,,,,,,,,,,,,,2022-06-09,,,,,,,15,12.0,3.0,,,,,False,2022-06-09,306,False,,
,NEFRO-D-21-00364,NEFRO-D-21-00364,,Eficacia del ejercicio intradiálitico semi-supervisado en la capacidad funcional de los pacientes: un estudio exploratorio. Effectiveness of intradialytic semi-supervised exercise on patients’ functional capacity: an exploratory study	,,,,,,,,,,,,,,,2021,NEFRO_998,7. Publicado,Elsevier,,2020-08-08,,,,,,,,,,,,,,,,,,,,,,2021-12-04,,,,,,,,,,,False,2021-12-04,483,False,,
,NEFRO-D-21-00363,NEFRO-D-21-00363,,La relación entre las etapas de las enfermedades renales crónicas y la proteinuria por tira reactiva para La relación entre las etapas de las enfermedades renales crónicas y la proteinuria por tira reactiva para pacientes de Bangladesh.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-04,0,False,,
,NEFRO-D-21-00362,NEFRO-D-21-00362,,Effect of Thyme Honey Consumption on Cardiovascular Risk Factors in Hemodialysis Patients: A Clinical Trial	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-05,0,False,,
,NEFRO-D-21-00361,NEFRO-D-21-00361,,Trasplante renal con hipertensión arterial refractaria en un caso de síndrome de aorta media	,,,,,,,,,,,,,,,2021,NEFRO_1015,7. Publicado,Elsevier,,2020-08-03,,,2021-09-06,2021-10-14,,,2021-10-24,2021-10-26,,,2021-11-27,,,,,,,,,2021-11-27,2021-12-28,2022-01-18,,,,,,,38.0,,31.0,21,False,2022-01-18,533,False,,
,NEFRO-D-21-00360,NEFRO-D-21-00360,,Trasplante de páncreas-riñón simultaneo. Complicaciones iniciales y resultados a largo plazo. Experiencia en nuestro centro.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-03,0,False,,
,NEFRO-D-21-00359,NEFRO-D-21-00359,,Skin-to-renal pelvis distance predicts costovertebral angle knock pain in patients with acute focal bacterial nephritis	,,,,,,,,,,,,,,,2021,,Retirado,0,,2020-08-03,,,2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-06,399,False,,
,NEFRO-D-21-00358,NEFRO-D-21-00358,,Clinical outcomes comparison between kidney transplant and dialysis patients with COVID-19: A systematic review and meta-analysis	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-02,0,False,,
,NEFRO-D-21-00357,NEFRO-D-21-00357,,Increased Mortality with Renal AA Amyloidosis Due to Causes Other Than Familial Mediterranian Fever: A Retrospective Cohort of 20 years	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-08-21,2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,False,2021-10-11,51,False,,
,NEFRO-D-21-00356,NEFRO-D-21-00356,,Correlation between PD-L1 expression and the prognosis of HIV infected patients with metastatic renal cell carcinoma in a Chinese population	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-03,0,False,,
,NEFRO-D-21-00355,NEFRO-D-21-00355,,Estudio descriptivo de la incidencia de hemodiálisis durante la pandemia por COVID19 en la provincia de Burgos	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-03,0,False,,
,NEFRO-D-21-00354,NEFRO-D-21-00354,,Aplicabilidad del PLASMIC score en el diagnóstico de la microangiopatía trombótica asociada a la deficiencia de ADAMTS-13.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-03,0,False,,
,NEFRO-D-21-00353,NEFRO-D-21-00353,,The impact of angiotensin-converting enzyme insertion/deletion gene polymorphism on the susceptibility of IgA nephropathy: A controversial issue	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-07-31,0,False,,
,NEFRO-D-21-00352,NEFRO-D-21-00352,,Prognostic implication of thyroid hormones among patients with acute kidney injury	,,,,,,,,,,,,,,,2021,NEFRO_1017,7. Publicado,Elsevier,,2020-07-31,,,2021-08-13,2021-11-04,,,2021-11-27,,,,,,,,,,,,,2021-11-27,,2022-01-19,,,,,,,83.0,,,,False,2022-01-19,537,False,,
